Pixels,Value
0, 0
0.1, 0
0.2, 0
0.3, 0
0.4, 0
0.5, 0
0.6, 0
0.7, 0
0.8, 0
0.9, 0
1, 0
1.1, 0
1.2, 0
1.3, 0
1.4, 0
1.5, 0
1.6, 0
1.7, 0
1.8, 0
1.9, 0
2, 0
2.1, 0
2.2, 0
2.3, 0
2.4, 0
2.5, 0
2.6, 0
2.7, 0
2.8, 0
2.9, 0
3, 0
3.1, 0
3.2, 0
3.3, 0
3.4, 0
3.5, 0.000719631085029015
3.6, 0.000719631085029015
3.7, 0.000719631085029015
3.8, 0.000719631085029015
3.9, 0.875277008276719
4, 0.875277008276719
4.1, 0.875277008276719
4.2, 0.875277008276719
4.3, 0.875277008276719
4.4, 0.875277008276719
4.5, 0.875277008276719
4.6, 0.875277008276719
4.7, 0.875277008276719
4.8, 0.875277008276719
4.9, 0.875277008276719
5, 0.875277008276719
5.1, 2.39431542433225
5.2, 2.39431542433225
5.3, 2.39431542433225
5.4, 2.39431542433225
5.5, 2.39431542433225
5.6, 2.39431542433225
5.7, 2.97865586537581
5.8, 2.97865586537581
5.9, 2.97865586537581
6, 2.97865586537581
6.1, 2.97865586537581
6.2, 4.01841997880202
6.3, 4.01841997880202
6.4, 4.01841997880202
6.5, 4.01841997880202
6.6, 4.01841997880202
6.7, 4.01841997880202
6.8, 4.01841997880202
6.9, 4.01841997880202
7, 4.01841997880202
7.1, 4.01841997880202
7.2, 4.01841997880202
7.3, 4.06272869275166
7.4, 4.06272869275166
7.5, 4.06272869275166
7.6, 4.06272869275166
7.7, 4.06272869275166
7.8, 4.06272869275166
7.9, 4.06272869275166
8, 4.05162581315407
8.1, 4.05162581315407
8.2, 4.05162581315407
8.3, 4.05162581315407
8.4, 4.03106492501039
8.5, 4.03106492501039
8.6, 4.03106492501039
8.7, 4.03106492501039
8.8, 4.03106492501039
8.9, 4.03106492501039
9, 4.03106492501039
9.1, 4.03106492501039
9.2, 4.03106492501039
9.3, 4.03106492501039
9.4, 4.03106492501039
9.5, 4.1471311385815
9.6, 4.1471311385815
9.7, 4.1471311385815
9.8, 4.1471311385815
9.9, 4.1471311385815
10, 4.1471311385815
10.1, 4.1471311385815
10.2, 4.1471311385815
10.3, 3.99045717092661
10.4, 3.99045717092661
10.5, 3.99045717092661
10.6, 2.9702259012369
10.7, 2.9702259012369
10.8, 2.9702259012369
10.9, 2.9702259012369
11, 2.9702259012369
11.1, 2.9702259012369
11.2, 2.9702259012369
11.3, 2.9702259012369
11.4, 2.9702259012369
11.5, 2.9702259012369
11.6, 2.9702259012369
11.7, 1.20250354308348
11.8, 1.20250354308348
11.9, 1.20250354308348
12, 1.20250354308348
12.1, 1.20250354308348
12.2, 1.20250354308348
12.3, 1.20250354308348
12.4, 1.20250354308348
12.5, 1.20250354308348
12.6, 0.689406579457797
12.7, 0.689406579457797
