Pixels,Value
0, 0.00580270702655499
0.1, 0.00580270702655499
0.2, 0.00580270702655499
0.3, 0.00580270702655499
0.4, 0.00580270702655499
0.5, 0.00580270702655499
0.6, 0.153469511879407
0.7, 0.153469511879407
0.8, 0.153469511879407
0.9, 0.153469511879407
1, 0.153469511879407
1.1, 0.279134385923239
1.2, 0.279134385923239
1.3, 0.279134385923239
1.4, 0.279134385923239
1.5, 0.279134385923239
1.6, 0.279134385923239
1.7, 0.566398606170141
1.8, 0.566398606170141
1.9, 0.566398606170141
2, 0.566398606170141
2.1, 0.566398606170141
2.2, 0.566398606170141
2.3, 0.566398606170141
2.4, 0.566398606170141
2.5, 0.566398606170141
2.6, 0.566398606170141
2.7, 0.566398606170141
2.8, 0.566398606170141
2.9, 0.446763107396089
3, 0.446763107396089
3.1, 0.446763107396089
3.2, 0.381074650509541
3.3, 0.381074650509541
3.4, 0.381074650509541
3.5, 0.381074650509541
3.6, 0.381074650509541
3.7, 0.381074650509541
3.8, 0.381074650509541
3.9, 0.381074650509541
4, 0.104524282559065
4.1, 0.104524282559065
4.2, 0.104524282559065
4.3, 0.104524282559065
4.4, 0.104524282559065
4.5, 0.104524282559065
4.6, 0.104524282559065
4.7, 0.104524282559065
4.8, 0.104524282559065
4.9, 0.104524282559065
5, 0.104524282559065
5.1, 0.104524282559065
5.2, 0
5.3, 0
5.4, 0
5.5, 0
5.6, 0
5.7, 0
5.8, 0
5.9, 0
6, 0
6.1, 0
6.2, 0
6.3, 0
6.4, 0
6.5, 0
6.6, 0
6.7, 0
6.8, 0
6.9, 0
7, 0
7.1, 0
7.2, 0
7.3, 0
7.4, 0
7.5, 0
7.6, 0
7.7, 0
7.8, 0
7.9, 0
8, 0
8.1, 0
8.2, 0
8.3, 0
8.4, 0
8.5, 0
8.6, 0
8.7, 0
8.8, 0
8.9, 0
9, 0
9.1, 0
9.2, 0
9.3, 0
9.4, 0
9.5, 0
9.6, 0.013947652566433
9.7, 0.156431310257545
9.8, 0.156431310257545
9.9, 0.156431310257545
10, 0.156431310257545
10.1, 0.156431310257545
10.2, 0.156431310257545
10.3, 0.156431310257545
10.4, 0.156431310257545
10.5, 0.156431310257545
10.6, 0.156431310257545
10.7, 0.156431310257545
10.8, 0.551362946036229
10.9, 0.551362946036229
11, 0.551362946036229
11.1, 0.551362946036229
11.2, 0.551362946036229
11.3, 0.551362946036229
11.4, 0.551362946036229
11.5, 0.551362946036229
11.6, 0.551362946036229
11.7, 0.493910101986848
11.8, 0.493910101986848
11.9, 0.493910101986848
12, 0.649313849541774
12.1, 0.649313849541774
12.2, 0.649313849541774
12.3, 0.649313849541774
12.4, 0.649313849541774
12.5, 0.649313849541774
12.6, 0.649313849541774
12.7, 0.649313849541774
12.8, 0.649313849541774
12.9, 0.649313849541774
13, 0.649313849541774
13.1, 0.358135824295191
13.2, 0.358135824295191
13.3, 0.358135824295191
13.4, 0.358135824295191
13.5, 0.358135824295191
13.6, 0.358135824295191
13.7, 0.358135824295191
13.8, 0.358135824295191
13.9, 0.141622318366858
14, 0.141622318366858
14.1, 0.141622318366858
14.2, 0.00584804067519995
14.3, 0.00584804067519995
14.4, 0.00584804067519995
14.5, 0.00584804067519995
14.6, 0.00584804067519995
14.7, 0.00584804067519995
14.8, 0.00584804067519995
14.9, 0.00584804067519995
15, 0.00584804067519995
15.1, 0.00584804067519995
15.2, 0.00584804067519995
15.3, 0
15.4, 0
15.5, 0
15.6, 0
15.7, 0
15.8, 0
15.9, 0
16, 0
16.1, 0
16.2, 0
16.3, 0
16.4, 0
16.5, 0
16.6, 0
16.7, 0
16.8, 0
16.9, 0
